행정구역,2025년01월_총인구수,2025년01월_세대수,2025년01월_세대당 인구,2025년01월_남자 인구수,2025년01월_여자 인구수,2025년01월_남여 비율
광주광역시 서구 풍암동(2914083000),"34,092","15,016",2.27,"16,820","17,272",0.97
광주광역시 서구 동천동(2914084000),"15,235","6,377",2.39,"7,211","8,024",0.9
광주광역시 남구 (2915500000),"208,004","95,626",2.18,"99,428","108,576",0.92
광주광역시 남구 양림동(2915551000),"6,406","3,012",2.13,"2,898","3,508",0.83
광주광역시 남구 방림1동(2915552000),"6,553","3,043",2.15,"3,107","3,446",0.9
광주광역시 남구 방림2동(2915553000),"9,113","4,233",2.15,"4,286","4,827",0.89
광주광역시 남구 봉선1동(2915553700),"13,200","6,654",1.98,"6,122","7,078",0.86
광주광역시 남구 봉선2동(2915553800),"27,574","9,894",2.79,"12,783","14,791",0.86
광주광역시 남구 사직동(2915554500),"4,529","2,664",1.7,"2,366","2,163",1.09
광주광역시 남구 월산동(2915560500),"8,790","4,499",1.95,"4,383","4,407",0.99
광주광역시 남구 월산4동(2915563000),"7,810","4,563",1.71,"4,008","3,802",1.05
광주광역시 남구 월산5동(2915564000),"5,684","3,300",1.72,"2,816","2,868",0.98
광주광역시 남구 백운1동(2915567000),"11,390","5,061",2.25,"5,309","6,081",0.87
광주광역시 남구 백운2동(2915568000),"6,684","3,623",1.84,"3,348","3,336",1
광주광역시 남구 주월1동(2915569000),"20,674","9,464",2.18,"9,995","10,679",0.94
광주광역시 남구 주월2동(2915570000),"7,279","3,789",1.92,"3,595","3,684",0.98
광주광역시 남구 진월동(2915570500),"27,694","11,503",2.41,"12,834","14,860",0.86
광주광역시 남구 효덕동(2915571000),"15,148","7,456",2.03,"7,170","7,978",0.9
광주광역시 남구 송암동(2915572000),"20,948","8,668",2.42,"10,208","10,740",0.95
광주광역시 남구 대촌동(2915573000),"8,528","4,200",2.03,"4,200","4,328",0.97
광주광역시 북구 (2917000000),"423,403","202,339",2.09,"209,308","214,095",0.98
광주광역시 북구 중흥1동(2917051000),"4,371","2,891",1.51,"2,266","2,105",1.08
광주광역시 북구 중흥동(2917053500),"15,035","8,269",1.82,"7,762","7,273",1.07
광주광역시 북구 중앙동(2917055500),"3,649","2,136",1.71,"1,917","1,732",1.11
광주광역시 북구 임동(2917057000),"13,877","6,757",2.05,"6,789","7,088",0.96
광주광역시 북구 신안동(2917058000),"11,934","7,254",1.65,"6,246","5,688",1.1
광주광역시 북구 용봉동(2917059000),"36,561","18,015",2.03,"18,218","18,343",0.99
광주광역시 북구 운암1동(2917060100),"18,242","7,278",2.51,"8,786","9,456",0.93
광주광역시 북구 운암2동(2917060200),"10,913","5,793",1.88,"5,484","5,429",1.01
광주광역시 북구 운암3동(2917060300),"13,082","5,470",2.39,"6,269","6,813",0.92
광주광역시 북구 동림동(2917061500),"22,383","10,083",2.22,"10,941","11,442",0.96
광주광역시 북구 우산동(2917062000),"15,548","7,758",2,"7,586","7,962",0.95
광주광역시 북구 풍향동(2917063500),"5,132","2,546",2.02,"2,563","2,569",1
광주광역시 북구 문화동(2917065000),"22,884","10,885",2.1,"11,170","11,714",0.95
광주광역시 북구 문흥1동(2917065600),"15,172","6,677",2.27,"7,306","7,866",0.93
광주광역시 북구 문흥2동(2917065700),"14,369","7,288",1.97,"6,769","7,600",0.89
광주광역시 북구 두암1동(2917066100),"6,975","3,845",1.81,"3,474","3,501",0.99
광주광역시 북구 두암2동(2917066200),"14,484","7,407",1.96,"7,094","7,390",0.96
광주광역시 북구 두암3동(2917066300),"12,012","7,319",1.64,"5,733","6,279",0.91
광주광역시 북구 삼각동(2917066600),"13,032","5,928",2.2,"6,727","6,305",1.07
광주광역시 북구 일곡동(2917066900),"27,677","11,429",2.42,"13,459","14,218",0.95
광주광역시 북구 매곡동(2917067300),"12,987","5,477",2.37,"6,302","6,685",0.94
광주광역시 북구 오치1동(2917067600),"10,019","5,366",1.87,"5,069","4,950",1.02
광주광역시 북구 오치2동(2917067700),"11,280","6,679",1.69,"5,493","5,787",0.95
광주광역시 북구 석곡동(2917068500),"2,233","1,271",1.76,"1,144","1,089",1.05
광주광역시 북구 건국동(2917069500),"22,553","9,370",2.41,"11,353","11,200",1.01
광주광역시 북구 양산동(2917069600),"35,160","16,108",2.18,"17,601","17,559",1
광주광역시 북구 신용동(2917069700),"31,839","13,040",2.44,"15,787","16,052",0.98
광주광역시 광산구 (2920000000),"391,166","171,937",2.28,"197,448","193,718",1.02
광주광역시 광산구 송정1동(2920051500),"10,043","4,745",2.12,"5,124","4,919",1.04
광주광역시 광산구 송정2동(2920052500),"6,007","3,295",1.82,"2,996","3,011",1
광주광역시 광산구 도산동(2920054000),"14,236","6,533",2.18,"7,222","7,014",1.03
광주광역시 광산구 신흥동(2920055000),"4,140","1,883",2.2,"2,053","2,087",0.98
광주광역시 광산구 어룡동(2920056500),"33,443","14,855",2.25,"17,189","16,254",1.06
광주광역시 광산구 우산동(2920058000),"28,347","14,749",1.92,"14,435","13,912",1.04
광주광역시 광산구 월곡1동(2920060000),"9,562","4,597",2.08,"4,844","4,718",1.03
광주광역시 광산구 월곡2동(2920061000),"14,425","6,364",2.27,"7,236","7,189",1.01
광주광역시 광산구 비아동(2920062000),"7,200","3,480",2.07,"3,775","3,425",1.1
광주광역시 광산구 첨단1동(2920062400),"27,805","11,364",2.45,"13,835","13,970",0.99
광주광역시 광산구 첨단2동(2920062600),"41,179","18,874",2.18,"20,856","20,323",1.03
광주광역시 광산구 신가동(2920063000),"18,796","7,353",2.56,"9,518","9,278",1.03
광주광역시 광산구 운남동(2920063500),"28,780","12,234",2.35,"14,061","14,719",0.96
광주광역시 광산구 수완동(2920063700),"74,056","28,335",2.61,"36,391","37,665",0.97
